lat;lon;speed;accel_lon;accel_trans;accel_down;ts
57.719088629;11.956671154;7.835515;-2.736878;-0.4919096;0.2874531;1663765171861681
57.719086063;11.956684024;8.077821;-2.213777;0.01590696;-0.1309288;1663765171961765
57.719083426;11.956697287;8.312708;-2.169632;0.1153185;-0.0798179;1663765172061760
57.719080707;11.95671093;8.545076;-2.189505;-0.3898462;0.2578796;1663765172161729
57.719077899;11.956724934;8.788354;-2.572485;-0.2232286;0.2306767;1663765172261773
57.719074995;11.956739329;9.064587;-2.775311;0.2476546;0.4032209;1663765172361725
57.719072003;11.956754128;9.312405;-2.794094;0.05626838;-0.01425368;1663765172461733
57.719068929;11.956769333;9.584652;-2.806305;-0.1051286;0.9149439;1663765172561715
57.719065758;11.956784988;9.891116;-2.9714;0.06258307;0.3208078;1663765172661704
57.719062498;11.956801119;10.19161;-3.158538;0.14994;0.4598511;1663765172761720
57.719059146;11.956817729;10.50263;-3.079602;0.02616953;0.163157;1663765172861759
57.719055695;11.956834843;10.83912;-3.464844;0.2587299;0.8461648;1663765172961720
57.71905215;11.956852537;11.17801;-3.655297;-0.04711448;0.7259774;1663765173061817
57.719048514;11.956870792;11.50983;-3.531889;0.1504655;0.4156881;1663765173161725
57.719044807;11.956889533;11.75585;-1.641189;0.08021251;0.09715398;1663765173261757
57.719041073;11.956908545;11.85025;-0.8255453;0.4171939;0.138056;1663765173361766
57.719037345;11.956927653;11.88406;-0.294325;0.02432312;0.4200462;1663765173461728
57.719033614;11.956946819;11.91493;0.2732771;-0.05798372;-0.3855637;1663765173561790
57.719029866;11.956966055;11.96973;-0.3589976;0.7974579;-0.4967939;1663765173661748
57.719026137;11.956985359;11.98262;-0.2881582;0.511026;-0.1646345;1663765173761803
57.719022443;11.957004624;11.91804;0.09656481;-0.4927944;-1.522079;1663765173861721
57.719018786;11.957023787;11.85872;0.07363422;0.04823676;-0.7885531;1663765173961814
57.719015148;11.957042924;11.84862;-0.1764006;0.1623255;1.108271;1663765174061845
57.719011516;11.957062082;11.85161;0.1249661;0.09131565;0.6703979;1663765174161771
57.719007892;11.957081248;11.85574;-0.01655759;-0.009405867;0.2309012;1663765174261879
57.719004278;11.957100419;11.85816;-0.1239489;0.023648;0.04444646;1663765174361718
57.719000679;11.957119607;11.8702;-0.1018698;0.1569588;0.3818455;1663765174461740
57.718997098;11.957138832;11.89181;-0.295985;0.3306211;-0.01425032;1663765174561757
57.718993533;11.957158102;11.91932;-0.4691925;0.7136167;0.6224664;1663765174661734
57.718989983;11.957177443;11.95917;-0.35387;-0.02572669;0.2985774;1663765174761741
57.71898644;11.957196854;11.99688;-0.2252512;0.475192;0.2801163;1663765174861769
57.718982899;11.957216319;12.01936;-0.04373563;0.1620792;0.1651771;1663765174961748
57.718979349;11.957235868;12.01836;0.003415786;0.05583349;0.4063753;1663765175061830
57.718975796;11.957255459;12.0227;0.03742678;0.1703887;0.2171865;1663765175161768
57.718972243;11.957275059;12.0357;-0.1148007;0.2320973;0.116535;1663765175261778
57.718968689;11.95729469;12.05733;-0.000881131;-0.03331908;-0.1629743;1663765175361791
57.718965138;11.957314334;12.05823;-0.09121755;0.04960074;0.1284124;1663765175461791
57.718961588;11.957333975;12.06373;-0.2329602;0.07506886;0.06138317;1663765175561826
57.718958018;11.957353624;12.08143;-0.07479651;-0.3828897;0.09754055;1663765175661740
57.718954387;11.957373243;12.08389;-0.03694267;-0.6891792;0.4570177;1663765175761806
57.718950641;11.957392787;12.08805;0.08961073;-1.882752;-0.1630433;1663765175861714
57.718946705;11.957412206;12.09342;-0.01479082;-2.144824;0.4733817;1663765175961775
57.718942495;11.957431427;12.09103;0.2757249;-3.449865;-0.06649667;1663765176061794
57.718937969;11.957450404;12.10254;0.2986106;-3.9822;-0.3263369;1663765176161723
57.718933104;11.957469096;12.09908;0.1525559;-4.484205;-0.4969212;1663765176261860
57.718927905;11.957487428;12.06399;0.1287558;-4.39572;-1.238233;1663765176361743
57.718922412;11.957505384;12.03444;0.1240139;-3.517104;-0.5334243;1663765176461743
57.718916676;11.957523029;12.02349;0.03707383;-2.400564;0.4859368;1663765176561690
57.718910779;11.957540473;12.02027;0.2125044;-2.303542;-0.06419943;1663765176661761
57.718904793;11.9575578;12.02195;-0.0181003;-0.9123009;0.1396679;1663765176761774
57.718898803;11.957575115;12.0141;0.07767013;0.4733048;-0.3587713;1663765176861776
57.718892903;11.957592502;12.00001;-0.003664877;1.584771;0.5770904;1663765176961762
57.718887252;11.957610101;11.96994;0.5300715;2.632884;0.1067474;1663765177061837
57.718881889;11.95762794;11.93433;0.266909;3.274774;-0.3762407;1663765177161778
57.718876841;11.957646043;11.91079;0.4462884;4.338321;0.02163142;1663765177261792
57.718872153;11.957664447;11.89296;0.4329106;3.549281;1.316061;1663765177361870
57.718867822;11.957683143;11.89191;0.8845833;4.954717;-0.05506984;1663765177461774
57.718863842;11.957702116;11.89953;-0.008587171;4.179891;0.274768;1663765177561839
57.718860152;11.9577213;11.90007;0.1374493;3.338455;0.2276196;1663765177661755
57.71885666;11.95774061;11.9005;-0.02409238;2.379088;0.3546224;1663765177761877
57.718853278;11.957759998;11.91397;-0.03818999;0.7710727;0.4497586;1663765177861776
57.718849929;11.957779421;11.92066;0.04642918;-0.2802322;0.2231108;1663765177961926
57.718846511;11.957798728;11.92767;-0.01241425;-0.675634;0.1599188;1663765178061842
57.718843028;11.957817954;11.92379;0.2757078;-0.2420034;-0.2081985;1663765178161758
57.718839532;11.957837139;11.90219;-0.009346298;0.3388573;0.3751746;1663765178261847
57.718836044;11.95785631;11.90098;0.1808726;0.1848287;-0.3354604;1663765178361812
57.718832577;11.957875492;11.89865;-0.03690363;0.3318573;0.0123673;1663765178461730
57.718829129;11.95789467;11.89005;0.3538008;0.2104634;-0.1614897;1663765178561770
57.718825698;11.95791385;11.8864;0.1491963;0.07293644;-0.1889018;1663765178661797
57.718822266;11.957932998;11.85517;0.2361182;-0.3135009;-0.8584962;1663765178761810
57.718818829;11.95795208;11.82938;0.1929361;-0.2423547;-0.1219893;1663765178861780
57.71881538;11.957971117;11.80685;0.190232;-0.3588413;-0.1762188;1663765178961809
57.718811867;11.957990092;11.7737;0.4526369;-0.2749225;-0.2432901;1663765179061841
57.718808315;11.95800901;11.75186;0.08858484;0.1872359;0.008758135;1663765179161782
57.718804774;11.958027886;11.72154;0.3740695;-0.5118688;-0.23441;1663765179261925
